[Strings]
nth  paddr      vaddr      len size section type    string
1495 0x0009a148 0x0049a148 24  25   .rodata ascii   No data for argument: %s
1496 0x0009a164 0x0049a164 27  28   .rodata ascii   klippy_apis:pause_requested
1497 0x0009a180 0x0049a180 23  24   .rodata ascii   Requesting job pause...
1498 0x0009a198 0x0049a198 18  19   .rodata ascii   pause_resume/pause
1499 0x0009a1ac 0x0049a1ac 28  29   .rodata ascii   klippy_apis:resume_requested
1500 0x0009a1cc 0x0049a1cc 24  25   .rodata ascii   Requesting job resume...
1501 0x0009a1e8 0x0049a1e8 19  20   .rodata ascii   pause_resume/resume
1502 0x0009a1fc 0x0049a1fc 28  29   .rodata ascii   klippy_apis:cancel_requested
1503 0x0009a21c 0x0049a21c 24  25   .rodata ascii   Requesting job cancel...
1504 0x0009a238 0x0049a238 19  20   .rodata ascii   pause_resume/cancel
1505 0x0009a24c 0x0049a24c 7   8    .rodata ascii   RESTART
1506 0x0009a254 0x0049a254 16  17   .rodata ascii   FIRMWARE_RESTART
1507 0x0009a270 0x0049a270 4   5    .rodata ascii   none
1508 0x0009a278 0x0049a278 11  12   .rodata ascii   systemd_cli
1509 0x0009a284 0x0049a284 12  13   .rodata ascii   systemd_dbus
1510 0x0009a294 0x0049a294 15  16   .rodata ascii   supervisord_cli
1511 0x0009a2a4 0x0049a2a4 8   9    .rodata ascii   provider
1512 0x0009a2b0 0x0049a2b0 7   8    .rodata ascii   machine
1513 0x0009a2b8 0x0049a2b8 25  26   .rodata ascii   Invalid provider type: %s
1514 0x0009a2d4 0x0049a2d4 129 130  .rodata ascii   /var/jenkins_home/workspace/IngenicX2600-security-build/integrated_platform/creality/output/build/nexusprime/components/machine.c
1515 0x0009a358 0x0049a358 33  34   .rodata ascii   Failed to initialize provider: %s
1516 0x0009a37c 0x0049a37c 4   5    .rodata ascii   "%s"
1517 0x0009a384 0x0049a384 43  44   .rodata ascii   Failed to allocate memory for provider type
1518 0x0009a3b0 0x0049a3b0 25  26   .rodata ascii   Using System Provider: %s
1519 0x0009a3cc 0x0049a3cc 14  15   .rodata ascii   machine.reboot
1520 0x0009a3dc 0x0049a3dc 16  17   .rodata ascii   machine.shutdown
1521 0x0009a3f0 0x0049a3f0 24  25   .rodata ascii   machine.services.restart
1522 0x0009a40c 0x0049a40c 21  22   .rodata ascii   machine.services.stop
1523 0x0009a424 0x0049a424 22  23   .rodata ascii   machine.services.start
1524 0x0009a43c 0x0049a43c 19  20   .rodata ascii   machine.system_info
1525 0x0009a450 0x0049a450 29  30   .rodata ascii   machine:service_state_changed
1526 0x0009a470 0x0049a470 18  19   .rodata ascii   machine:sudo_alert
1527 0x0009a484 0x0049a484 23  24   .rodata ascii   server:component_loaded
1528 0x0009a49c 0x0049a49c 10  11   .rodata ascii   sudo -S %s
1529 0x0009a4a8 0x0049a4a8 43  44   .rodata ascii   Failed to allocate memory for sudo command.
1530 0x0009a4d4 0x0049a4d4 7   8    .rodata ascii   sudo %s
1531 0x0009a4dc 0x0049a4dc 14  15   .rodata ascii   virtualization
1532 0x0009a4ec 0x0049a4ec 10  11   .rodata ascii   proc_stats
1533 0x0009a4f8 0x0049a4f8 18  19   .rodata ascii   available_services
1534 0x0009a50c 0x0049a50c 13  14   .rodata ascii   service_state
1535 0x0009a51c 0x0049a51c 6   7    .rodata ascii   nexusp
1536 0x0009a524 0x0049a524 9   10   .rodata ascii   unit_name
1537 0x0009a530 0x0049a530 10  11   .rodata ascii   %s/%s.asvc
1538 0x0009a53c 0x0049a53c 57  58   .rodata ascii   Failed to allocate memory for allowed services file path.
1539 0x0009a578 0x0049a578 132 133  .rodata ascii   klipper_mcu\nwebcamd\nMoonCord\nKlipperScreen\nmoonraker-telegram-bot\nmoonraker-obico\nsonar\ncrowsnest\noctoeverywhere\nratos-configurator\n
1540 0x0009a604 0x0049a604 53  54   .rodata ascii   Failed to allocate memory for allowed services array.
1541 0x0009a640 0x0049a640 8   9    .rodata ascii   .service
1542 0x0009a64c 0x0049a64c 21  22   .rodata ascii   ip -json -det address
1543 0x0009a664 0x0049a664 11  12   .rodata ascii   $.operstate
1544 0x0009a670 0x0049a670 4   5    .rodata ascii   "UP"
1545 0x0009a678 0x0049a678 11  12   .rodata ascii   $.link_type
1546 0x0009a684 0x0049a684 8   9    .rodata ascii   $.ifname
1547 0x0009a690 0x0049a690 9   10   .rodata ascii   $.address
1548 0x0009a69c 0x0049a69c 5   6    .rodata ascii   "can"
1549 0x0009a6a4 0x0049a6a4 8   9    .rodata ascii   $.txqlen
1550 0x0009a6b0 0x0049a6b0 20  21   .rodata ascii   $.linkinfo.info_data
1551 0x0009a6c8 0x0049a6c8 19  20   .rodata ascii   $.bittiming.bitrate
1552 0x0009a6dc 0x0049a6dc 22  23   .rodata ascii   $.bittiming_const.name
1553 0x0009a6f4 0x0049a6f4 7   8    .rodata ascii   unknown
1554 0x0009a6fc 0x0049a6fc 60  61   .rodata ascii   %.*s: {"tx_queue_len": %.*s, "bitrate": %d, "driver": %.*s},
1555 0x0009a73c 0x0049a73c 7   8    .rodata ascii   "ether"
1556 0x0009a744 0x0049a744 11  12   .rodata ascii   $.addr_info
1557 0x0009a750 0x0049a750 8   9    .rodata ascii   $.family
1558 0x0009a75c 0x0049a75c 7   8    .rodata ascii   $.local
1559 0x0009a764 0x0049a764 7   8    .rodata ascii   $.scope
1560 0x0009a76c 0x0049a76c 6   7    .rodata ascii   "inet"
1561 0x0009a774 0x0049a774 4   5    .rodata ascii   ipv6
1562 0x0009a77c 0x0049a77c 4   5    .rodata ascii   ipv4
1563 0x0009a784 0x0049a784 6   7    .rodata ascii   "link"
1564 0x0009a78c 0x0049a78c 5   6    .rodata ascii   false
1565 0x0009a794 0x0049a794 4   5    .rodata ascii   true
1566 0x0009a79c 0x0049a79c 55  56   .rodata ascii   {"family": "%s", "address": %.*s, "is_link_local": %s},
1567 0x0009a7d4 0x0049a7d4 51  52   .rodata ascii   %.*s: {"mac_address": %.*s, "ip_addresses":[%.*s]},
1568 0x0009a808 0x0049a808 6   7    .rodata ascii   {%.*s}
1569 0x0009a810 0x0049a810 6   7    .rodata ascii   canbus
1570 0x0009a818 0x0049a818 7   8    .rodata ascii   network
1571 0x0009a820 0x0049a820 25  26   .rodata ascii   machine:net_state_changed
1572 0x0009a83c 0x0049a83c 7   8    .rodata ascii   Unknown
1573 0x0009a848 0x0049a848 7   8    .rodata ascii   Samsung
1574 0x0009a854 0x0049a854 7   8    .rodata ascii   Sandisk
1575 0x0009a864 0x0049a864 5   6    .rodata ascii   32bit
1576 0x0009a86c 0x0049a86c 13  14   .rodata ascii   /proc/cpuinfo
1577 0x0009a880 0x0049a880 5   6    .rodata ascii   64bit
1578 0x0009a888 0x0049a888 10  11   .rodata ascii   model name
1579 0x0009a894 0x0049a894 18  19   .rodata ascii   model name : %[^\n]
1580 0x0009a8a8 0x0049a8a8 6   7    .rodata ascii   Serial
1581 0x0009a8b0 0x0049a8b0 14  15   .rodata ascii   Serial : %[^\n]
1582 0x0009a8c0 0x0049a8c0 8   9    .rodata ascii   Hardware
1583 0x0009a8cc 0x0049a8cc 16  17   .rodata ascii   Hardware : %[^\n]
1584 0x0009a8e0 0x0049a8e0 5   6    .rodata ascii   Model
1585 0x0009a8e8 0x0049a8e8 13  14   .rodata ascii   Model : %[^\n]
1586 0x0009a8f8 0x0049a8f8 13  14   .rodata ascii   /proc/meminfo
1587 0x0009a908 0x0049a908 9   10   .rodata ascii   MemTotal:
1588 0x0009a914 0x0049a914 16  17   .rodata ascii   MemTotal: %ld %s
1589 0x0009a928 0x0049a928 280 281  .rodata ascii   {            "cpu_count": %d,            "bits": "%s",            "processor": "%s",            "cpu_desc": "%s",            "serial_number": "%s",            "hardware_desc": "%s",            "model": "%s",            "total_memory": %ld,            "memory_units": "%s"        }
1590 0x0009aa44 0x0049aa44 38  39   .rodata ascii   Failed to allocate memory for CPU info
1591 0x0009aa6c 0x0049aa6c 29  30   .rodata ascii   /sys/block/mmcblk0/device/cid
1592 0x0009aa8c 0x0049aa8c 20  21   .rodata ascii   End of file reached.
1593 0x0009aaa4 0x0049aaa4 16  17   .rodata ascii   fgets failed: %s
1594 0x0009aab8 0x0049aab8 5   6    .rodata ascii   %d.%d
1595 0x0009aac0 0x0049aac0 5   6    .rodata ascii   %d/%d
1596 0x0009aac8 0x0049aac8 43  44   .rodata ascii   Failed to read CID information from SD card
1597 0x0009aaf4 0x0049aaf4 29  30   .rodata ascii   /sys/block/mmcblk0/device/csd
1598 0x0009ab14 0x0049ab14 8   9    .rodata ascii   %.1f MiB
1599 0x0009ab20 0x0049ab20 8   9    .rodata ascii   %.1f GiB
1600 0x0009ab2c 0x0049ab2c 8   9    .rodata ascii   %.1f TiB
1601 0x0009ab38 0x0049ab38 20  21   .rodata ascii   Unknown CSD type: %d
1602 0x0009ab50 0x0049ab50 307 308  .rodata ascii   {            "manufacturer_id": "%s",            "manufacturer": "%s",            "oem_id": "%s",            "product_name": "%s",            "product_revision": "%s",            "serial_number": "%s",            "manufacturer_date": "%s",            "capacity": "%s",            "total_bytes": %lu        }
1603 0x0009ac84 0x0049ac84 42  43   .rodata ascii   Failed to allocate memory for SD card info
1604 0x0009acb0 0x0049acb0 15  16   .rodata ascii   /etc/os-release
1605 0x0009acc0 0x0049acc0 12  13   .rodata ascii   PRETTY_NAME=
1606 0x0009acd0 0x0049acd0 19  20   .rodata ascii   PRETTY_NAME="%[^"\n]
1607 0x0009ace8 0x0049ace8 8   9    .rodata ascii   ID=%[^\n]
1608 0x0009acf4 0x0049acf4 11  12   .rodata ascii   VERSION_ID=
1609 0x0009ad00 0x0049ad00 16  17   .rodata ascii   VERSION_ID=%[^\n]
1610 0x0009ad14 0x0049ad14 8   9    .rodata ascii   ID_LIKE=
1611 0x0009ad20 0x0049ad20 13  14   .rodata ascii   ID_LIKE=%[^\n]
1612 0x0009ad30 0x0049ad30 17  18   .rodata ascii   VERSION_CODENAME=
1613 0x0009ad44 0x0049ad44 22  23   .rodata ascii   VERSION_CODENAME=%[^\n]
1614 0x0009ad5c 0x0049ad5c 14  15   .rodata ascii   %[^.].%[^.].%s
1615 0x0009ad6c 0x0049ad6c 345 346  .rodata ascii   {            "name": "%s",            "id": "%s",            "version": "%s",            "version_parts": {                "major": "%s",                "minor": "%s",                "build_number": "%s"            },            "like": "%s",            "codename": "%s",            "release_info": {},            "kernel_version": "%s"        }
1616 0x0009aec8 0x0049aec8 41  42   .rodata ascii   Failed to allocate memory for dist_info.\n
1617 0x0009aef4 0x0049aef4 14  15   .rodata ascii   /proc/1/cgroup
1618 0x0009af04 0x0049af04 18  19   .rodata ascii   getline failed: %s
1619 0x0009af18 0x0049af18 6   7    .rodata ascii   docker
1620 0x0009af24 0x0049af24 9   10   .rodata ascii   container
1621 0x0009af30 0x0049af30 34  35   .rodata ascii   Container detected via cgroup: %s\n
1622 0x0009af54 0x0049af54 13  14   .rodata ascii   /proc/1/sched
1623 0x0009af68 0x0049af68 4   5    .rodata ascii   init
1624 0x0009af70 0x0049af70 7   8    .rodata ascii   systemd
1625 0x0009af78 0x0049af78 11  12   .rodata ascii   /.dockerenv
1626 0x0009af84 0x0049af84 12  13   .rodata ascii   /.dockerinit
1627 0x0009af94 0x0049af94 32  33   .rodata ascii   Container detected via sched: %s
1628 0x0009afb8 0x0049afb8 44  45   .rodata ascii   {"virt_type": "%s", "virt_identifier": "%s"}
1629 0x0009afe8 0x0049afe8 43  44   .rodata ascii   Failed to allocate memory for virtual info.
1630 0x0009b014 0x0049b014 8   9    .rodata ascii   cpu_info
1631 0x0009b020 0x0049b020 7   8    .rodata ascii   sd_info
1632 0x0009b028 0x0049b028 12  13   .rodata ascii   distribution
1633 0x0009b03c 0x0049b03c 26  27   .rodata ascii   Machine or request is NULL
1634 0x0009b058 0x0049b058 53  54   .rodata ascii   Cannot perform this operation from within a container
1635 0x0009b090 0x0049b090 8   9    .rodata ascii   shutdown
1636 0x0009b09c 0x0049b09c 6   7    .rodata ascii   reboot
1637 0x0009b0a4 0x0049b0a4 27  28   .rodata ascii   Unsupported machine request
1638 0x0009b0c0 0x0049b0c0 4   5    .rodata ascii   "ok"
1639 0x0009b0c8 0x0049b0c8 7   8    .rodata ascii   service
1640 0x0009b0d0 0x0049b0d0 42  43   .rodata ascii   Failed to allocate memory for service name
1641 0x0009b0fc 0x0049b0fc 7   8    .rodata ascii   restart
1642 0x0009b104 0x0049b104 5   6    .rodata ascii   start
1643 0x0009b10c 0x0049b10c 4   5    .rodata ascii   stop
1644 0x0009b114 0x0049b114 49  50   .rodata ascii   Only restart action is supported for this service
1645 0x0009b14c 0x0049b14c 24  25   .rodata ascii   Service %s not installed
1646 0x0009b168 0x0049b168 20  21   .rodata ascii   Service %s not found
1647 0x0009b180 0x0049b180 6   7    .rodata ascii   klippy
1648 0x0009b188 0x0049b188 26  27   .rodata ascii   Klippy component not found
1649 0x0009b1a4 0x0049b1a4 41  42   .rodata ascii   Failed to allocate memory for system info
1650 0x0009b1d0 0x0049b1d0 7   8    .rodata ascii   klipper
1651 0x0009b1d8 0x0049b1d8 28  29   .rodata ascii   {"%s": "%s","klipper": "%s"}
1652 0x0009b1f8 0x0049b1f8 42  43   .rodata ascii   Failed to allocate memory for instance ids
1653 0x0009b224 0x0049b224 12  13   .rodata ascii   instance_ids
1654 0x0009b234 0x0049b234 19  20   .rodata ascii   {"system_info": %s}
1655 0x0009b25e 0x0049b25e 16  17   .rodata ascii   pBpoint is null.
1656 0x0009b270 0x0049b270 130 131  .rodata ascii   /var/jenkins_home/workspace/IngenicX2600-security-build/integrated_platform/creality/output/build/nexusprime/components/metadata.c
1657 0x0009b2f4 0x0049b2f4 8   9    .rodata ascii   database
1658 0x0009b300 0x0049b300 15  16   .rodata ascii   mutex lock fail
1659 0x0009b310 0x0049b310 14  15   .rodata ascii   gcode_metadata
1660 0x0009b320 0x0049b320 17  18   .rodata ascii   mutex unlock fail
1661 0x0009b338 0x0049b338 15  16   .rodata ascii   /media/creality
1662 0x0009b348 0x0049b348 24  25   .rodata ascii   udisk dict. file name:%s
1663 0x0009b364 0x0049b364 24  25   .rodata ascii   gcode dict. file name:%s
1664 0x0009b380 0x0049b380 26  27   .rodata ascii   write gcode file name : %s
1665 0x0009b39c 0x0049b39c 70  71   .rodata ascii   Database or database provider or database provider->sync_conn is NULL.
1666 0x0009b3e4 0x0049b3e4 13  14   .rodata ascii   read db fail.
1667 0x0009b3f4 0x0049b3f4 5   6    .rodata ascii   %s/%s
1668 0x0009b3fc 0x0049b3fc 6   7    .rodata ascii   gcodes
1669 0x0009b404 0x0049b404 17  18   .rodata ascii   Error before: %s\n
1670 0x0009b418 0x0049b418 9   10   .rodata ascii   %.*s/%.*s
1671 0x0009b424 0x0049b424 12  13   .rodata ascii   filePath: %s
1672 0x0009b434 0x0049b434 18  19   .rodata ascii   key: %s, value: %s
1673 0x0009b448 0x0049b448 4   5    .rodata ascii   null
1674 0x0009b450 0x0049b450 4   5    .rodata ascii   %02x
1675 0x0009b458 0x0049b458 23  24   .rodata ascii   Could not compile regex
1676 0x0009b470 0x0049b470 18  19   .rodata ascii   Regex match failed
1677 0x0009b484 0x0049b484 21  22   .rodata ascii   Placeholder is empty.
1678 0x0009b49c 0x0049b49c 42  43   .rodata ascii   Replacement truncated due to buffer limit.
1679 0x0009b4c8 0x0049b4c8 16  17   .rodata ascii   merger_len is 0.
1680 0x0009b4dc 0x0049b4dc 4   5    .rodata ascii   (%F)
1681 0x0009b4e4 0x0049b4e4 17  18   .rodata ascii   ([0-9]*\.?[0-9]+)
1682 0x0009b4f8 0x0049b4f8 12  13   .rodata ascii   realloc fail
1683 0x0009b508 0x0049b508 4   5    .rodata ascii   (%D)
1684 0x0009b510 0x0049b510 8   9    .rodata ascii   ([0-9]+)
1685 0x0009b51c 0x0049b51c 4   5    .rodata ascii   (%S)
1686 0x0009b524 0x0049b524 4   5    .rodata ascii   (.*)
1687 0x0009b52c 0x0049b52c 13  14   .rodata ascii   point is null
1688 0x0009b53c 0x0049b53c 15  16   .rodata ascii   ^[MG][0-9]+\s.*
1689 0x0009b54c 0x0049b54c 9   10   .rodata ascii   ,"%s":%ld
1690 0x0009b558 0x0049b558 31  32   .rodata ascii   malloc memory allocation failed
1691 0x0009b578 0x0049b578 16  17   .rodata ascii   \n.*\s[0-9]+[MG]\n
1692 0x0009b58c 0x0049b58c 10  11   .rodata ascii   ,"%s": %ld
1693 0x0009b598 0x0049b598 32  33   .rodata ascii   realloc memory allocation failed
1694 0x0009b5c0 0x0049b5c0 29  30   .rodata ascii   Failed to open input file: %s
1695 0x0009b5e0 0x0049b5e0 6   7    .rodata ascii   1.6.37
1696 0x0009b5ec 0x0049b5ec 12  13   .rodata ascii    %lu %lu %lu
1697 0x0009b5fc 0x0049b5fc 11  12   .rodata ascii   %lux%lu %lu
1698 0x0009b608 0x0049b608 11  12   .rodata ascii   %lu*%lu %lu
1699 0x0009b614 0x0049b614 23  24   .rodata ascii   Invalid thumbnail block
1700 0x0009b62c 0x0049b62c 17  18   .rodata ascii   ; thumbnail begin
1701 0x0009b640 0x0049b640 15  16   .rodata ascii   ; thumbnail end
1702 0x0009b650 0x0049b650 11  12   .rodata ascii   ; png begin
1703 0x0009b65c 0x0049b65c 9   10   .rodata ascii   ; png end
1704 0x0009b668 0x0049b668 21  22   .rodata ascii   server point is null.
1705 0x0009b680 0x0049b680 17  18   .rodata ascii   No matches found\n
1706 0x0009b694 0x0049b694 16  17   .rodata ascii   No matches found
1707 0x0009b6a8 0x0049b6a8 45  46   .rodata ascii   Failed to allocate memory for directory name\n
1708 0x0009b6d8 0x0049b6d8 24  25   .rodata ascii   Failed to get base name\n
1709 0x0009b6f4 0x0049b6f4 10  11   .rodata ascii   %s/.thumbs
1710 0x0009b700 0x0049b700 55  56   .rodata ascii   Failed to allocate memory for thumbnail directory path\n
1711 0x0009b738 0x0049b738 4   5    .rodata ascii   %.*s
1712 0x0009b740 0x0049b740 50  51   .rodata ascii   Failed to allocate memory for thumbnail base name\n
1713 0x0009b774 0x0049b774 12  13   .rodata ascii   .udiskthumbs
1714 0x0009b784 0x0049b784 6   7    .rodata ascii   %s%s%s
1715 0x0009b78c 0x0049b78c 7   8    .rodata ascii   %s/%s%s
1716 0x0009b794 0x0049b794 14  15   .rodata ascii   thumb_dir : %s
1717 0x0009b7a4 0x0049b7a4 41  42   .rodata ascii   Failed to create thumbnail directory: %s\n
1718 0x0009b7d0 0x0049b7d0 42  43   .rodata ascii   Failed to allocate memory for decoded data
1719 0x0009b7fc 0x0049b7fc 31  32   .rodata ascii   Failed to decode thumbnail data
1720 0x0009b81c 0x0049b81c 11  12   .rodata ascii   %lu %lu %lu
1721 0x0009b828 0x0049b828 23  24   .rodata ascii   Thumbnails %d, %ld, %ld
1722 0x0009b840 0x0049b840 12  13   .rodata ascii   %s-%dx%d.png
1723 0x0009b850 0x0049b850 44  45   .rodata ascii   Failed to allocate memory for thumbnail name
1724 0x0009b880 0x0049b880 44  45   .rodata ascii   Failed to allocate memory for thumbnail path
